Age,Attrition,Department,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,DistanceFromHome,Education,OverTime,NumCompaniesWorked,JobRole
28,No,HR,13870,1,4,39,18,2,Yes,1,Manager
59,No,Sales,13522,3,2,12,17,4,No,1,Technician
18,No,HR,4387,1,4,15,17,1,Yes,3,Engineer
43,Yes,HR,15789,4,2,39,13,1,No,1,Technician
50,Yes,R&D,2740,4,1,16,23,4,No,9,Technician
55,Yes,R&D,16713,2,3,34,3,1,No,3,Engineer
32,No,HR,17971,3,4,16,13,3,Yes,1,Engineer
38,Yes,R&D,8447,3,2,9,5,2,Yes,7,Technician
43,No,Sales,15340,4,3,37,18,3,No,6,HR Executive
58,No,HR,14424,1,2,0,9,4,Yes,4,Sales Executive
19,No,R&D,11338,2,3,5,8,3,Yes,3,Sales Executive
38,No,HR,13863,3,4,33,1,2,Yes,4,Manager
55,No,Sales,4486,2,2,17,2,4,No,0,Manager
40,No,HR,5217,3,1,35,29,3,No,9,Technician
52,Yes,Sales,14372,3,2,10,7,2,Yes,2,Engineer
39,Yes,R&D,5513,1,2,9,2,4,Yes,5,HR Executive
21,No,HR,10502,4,2,6,29,2,Yes,7,HR Executive
43,No,R&D,2416,1,3,13,27,2,No,8,HR Executive
51,No,Sales,6814,1,1,15,6,3,Yes,4,Technician
52,No,HR,18144,1,3,28,9,4,Yes,2,Sales Executive
46,No,HR,4477,4,4,23,25,1,Yes,9,Technician
43,Yes,R&D,10752,4,3,14,17,1,No,5,HR Executive
21,No,Sales,7474,4,2,18,7,1,No,2,HR Executive
19,No,R&D,6071,3,2,24,20,1,No,0,Sales Executive
44,No,R&D,9017,1,3,5,20,2,Yes,7,Sales Executive
25,No,HR,14287,3,1,18,27,3,No,3,HR Executive
32,No,Sales,11971,2,4,34,12,1,Yes,6,Technician
32,No,Sales,12728,3,2,2,26,4,No,0,Manager
32,No,R&D,14275,4,2,13,20,4,No,6,Technician
21,Yes,R&D,9912,3,4,16,27,2,No,9,Engineer
49,Yes,R&D,7752,2,1,8,18,3,Yes,6,Sales Executive
41,Yes,Sales,6048,1,3,38,25,3,Yes,8,HR Executive
26,No,HR,3780,1,1,38,22,4,Yes,6,Sales Executive
50,No,R&D,13962,4,1,18,3,4,No,4,Technician
53,No,R&D,2728,4,1,1,28,3,Yes,4,Sales Executive
45,No,Sales,18471,1,4,9,14,2,Yes,8,Technician
45,No,Sales,9034,1,3,6,27,2,No,2,Manager
56,No,HR,12482,2,1,28,21,1,Yes,2,Manager
46,Yes,HR,5388,2,3,37,3,1,No,9,Manager
18,No,Sales,13553,3,4,38,10,4,Yes,4,Technician
43,Yes,R&D,19059,3,4,32,12,4,No,5,Technician
52,Yes,R&D,13077,2,2,7,13,1,No,5,Sales Executive
52,No,Sales,3438,1,1,18,4,4,No,9,Manager
29,No,R&D,8726,1,4,6,1,1,Yes,3,HR Executive
32,No,Sales,16221,3,2,18,12,4,Yes,9,Manager
46,No,HR,5340,3,3,23,15,2,No,0,Manager
33,No,HR,11349,2,2,33,15,3,No,9,Sales Executive
40,No,Sales,13533,4,4,38,13,2,No,2,HR Executive
50,No,R&D,6618,2,2,9,26,3,No,0,Sales Executive
41,No,Sales,11756,4,2,1,19,4,No,9,Manager
51,No,Sales,17131,1,3,33,23,4,No,3,Technician
28,No,R&D,2682,2,3,10,7,1,Yes,2,HR Executive
43,No,HR,11532,2,1,13,26,1,Yes,8,Manager
30,No,R&D,11133,4,4,1,24,3,No,0,Engineer
51,No,Sales,3979,1,3,13,4,1,No,9,Technician
23,No,HR,4043,4,2,7,10,1,No,4,Engineer
19,No,Sales,17009,2,1,5,29,4,No,6,HR Executive
58,No,HR,16846,1,1,36,2,3,No,0,HR Executive
56,Yes,R&D,5585,4,1,37,28,2,No,6,Engineer
58,No,HR,16886,2,2,37,7,1,No,7,Technician
39,Yes,Sales,10088,3,4,25,15,3,No,5,Sales Executive
29,No,R&D,19505,2,2,3,5,2,No,7,Manager
38,No,R&D,6902,3,2,2,6,3,No,8,Manager
54,Yes,R&D,13963,1,1,24,19,1,No,7,HR Executive
30,No,Sales,13854,2,2,13,18,1,No,9,Manager
50,Yes,HR,15858,4,1,24,21,4,Yes,3,Sales Executive
43,No,HR,5669,1,3,38,12,4,No,1,Sales Executive
22,Yes,HR,8253,1,2,27,4,3,No,1,Sales Executive
38,No,Sales,15846,3,1,21,5,1,No,7,Technician
43,No,R&D,2568,3,4,31,22,1,Yes,4,Sales Executive
46,No,HR,8010,4,1,5,14,3,No,6,Technician
37,No,R&D,8379,2,3,10,22,1,Yes,3,Technician
54,No,Sales,19627,3,1,21,21,1,Yes,4,Manager
33,No,HR,2307,3,1,34,5,3,Yes,4,HR Executive
38,Yes,R&D,6080,1,2,20,4,1,Yes,1,Technician
55,Yes,HR,16975,1,4,16,28,3,Yes,8,Technician
26,Yes,HR,8127,2,4,4,26,4,Yes,4,Manager
34,Yes,HR,8141,1,3,1,8,1,Yes,8,Sales Executive
39,No,Sales,4831,1,2,21,24,4,Yes,0,Technician
50,Yes,R&D,2644,4,1,4,18,2,No,1,Manager
23,No,R&D,19440,2,4,21,20,2,Yes,0,Manager
51,No,R&D,15153,3,3,39,2,4,No,5,Manager
41,No,Sales,8823,1,2,38,6,1,Yes,7,Engineer
47,No,R&D,11665,4,2,28,5,4,No,4,Sales Executive
26,No,Sales,8412,3,4,16,27,4,Yes,2,Engineer
18,Yes,R&D,14863,4,2,28,7,3,No,1,Sales Executive
24,No,Sales,17019,4,1,32,25,3,Yes,5,Manager
47,Yes,R&D,14743,2,3,36,5,4,No,0,Technician
38,Yes,HR,14096,3,1,12,15,2,No,4,Technician
25,No,Sales,12286,2,3,33,27,2,Yes,1,HR Executive
48,No,R&D,12780,1,4,30,2,4,Yes,2,Technician
22,No,HR,16663,4,1,20,4,2,No,1,Manager
51,No,Sales,5327,4,2,12,24,1,No,5,Sales Executive
47,No,Sales,12212,2,1,11,17,2,No,2,HR Executive
59,No,R&D,19562,1,1,5,13,3,Yes,9,Sales Executive
52,No,Sales,14233,4,3,33,16,4,Yes,4,Engineer
19,No,HR,17715,1,3,24,25,3,No,0,HR Executive
23,No,HR,10503,3,4,7,22,3,Yes,4,HR Executive
45,No,HR,9851,2,3,14,11,4,No,4,Sales Executive
18,No,R&D,11391,2,2,36,23,4,No,7,Technician
44,No,HR,7636,4,3,11,24,4,Yes,4,Manager
29,No,Sales,18438,2,1,15,11,1,No,5,Technician
20,No,R&D,14214,2,4,12,17,1,No,9,Technician
53,No,HR,4941,4,4,17,25,2,No,5,Manager
54,Yes,HR,2468,2,4,9,9,2,Yes,4,Engineer
54,No,R&D,3927,2,4,27,28,2,Yes,6,Manager
46,No,Sales,8495,1,4,30,22,2,Yes,6,Engineer
43,No,R&D,13350,2,2,2,8,3,No,6,Engineer
43,No,HR,11955,3,2,23,1,4,No,6,Manager
18,Yes,Sales,11608,4,2,12,16,3,No,3,Sales Executive
31,Yes,Sales,5643,1,4,26,3,4,No,1,Sales Executive
47,No,R&D,17111,2,2,22,28,1,Yes,0,Technician
44,Yes,Sales,11956,1,3,32,18,1,Yes,9,Engineer
35,No,HR,19439,4,3,16,22,3,No,7,Sales Executive
22,No,R&D,11602,2,2,32,29,4,Yes,5,Technician
19,No,HR,12875,2,3,25,1,4,No,2,Manager
34,Yes,Sales,10849,1,2,35,1,1,Yes,7,Sales Executive
32,No,R&D,10549,2,1,25,15,2,Yes,7,Engineer
58,No,R&D,16429,3,1,14,9,3,No,7,Engineer
50,No,HR,5089,1,3,22,4,3,Yes,3,Engineer
45,Yes,Sales,19375,2,1,7,9,3,Yes,0,Sales Executive
41,No,Sales,15900,1,1,27,1,2,Yes,9,Technician
30,Yes,Sales,14558,2,1,4,29,1,Yes,5,Sales Executive
34,No,HR,17885,2,2,7,7,4,No,1,Engineer
25,No,HR,3258,4,4,31,28,2,No,5,Manager
28,No,HR,7539,4,2,30,18,3,Yes,6,HR Executive
50,No,Sales,16174,2,1,1,12,2,Yes,8,Sales Executive
39,No,Sales,17793,2,1,13,15,4,No,6,Sales Executive
32,No,R&D,13735,2,2,6,7,4,Yes,2,Sales Executive
49,No,Sales,14890,2,2,18,24,3,No,1,Engineer
22,Yes,Sales,16825,4,4,17,8,4,No,3,Technician
19,Yes,HR,11282,3,4,35,3,4,Yes,3,HR Executive
50,Yes,R&D,15558,1,4,23,11,1,No,4,Sales Executive
51,No,R&D,2628,2,2,14,22,3,Yes,3,Manager
44,No,Sales,8577,2,1,14,16,3,No,3,HR Executive
48,No,R&D,8985,1,1,13,23,2,Yes,6,HR Executive
40,No,Sales,12075,3,1,8,19,3,Yes,8,Manager
19,No,HR,5920,2,4,35,5,1,Yes,3,Engineer
29,No,R&D,8515,4,1,13,15,1,Yes,0,Technician
30,Yes,R&D,10173,3,3,35,26,3,Yes,7,Manager
46,No,R&D,6782,3,1,13,29,1,Yes,5,HR Executive
52,No,HR,15898,1,3,4,19,2,No,2,Technician
34,Yes,HR,16812,1,2,23,1,2,No,6,Sales Executive
26,No,HR,12074,4,2,5,25,3,Yes,9,HR Executive
31,No,Sales,14762,3,4,9,19,4,No,3,Sales Executive
38,Yes,Sales,4729,2,3,26,20,3,No,4,Manager
30,No,R&D,15463,4,4,28,23,3,Yes,7,Sales Executive
59,No,R&D,11199,4,2,12,17,4,Yes,0,HR Executive
54,No,Sales,10025,1,3,11,26,1,No,7,HR Executive
48,No,R&D,17719,2,4,3,8,1,No,2,HR Executive
58,No,HR,12239,2,2,5,20,4,No,5,Manager
34,Yes,Sales,6514,2,4,15,23,3,No,0,Manager
22,No,R&D,19483,4,2,36,20,2,No,5,Engineer
41,Yes,Sales,13885,1,2,24,25,4,Yes,9,HR Executive
49,No,R&D,14935,4,2,32,13,4,No,9,Engineer
22,Yes,R&D,16168,1,4,25,1,3,No,5,HR Executive
42,No,HR,5870,2,3,8,22,4,No,1,Engineer
27,Yes,R&D,10357,3,2,36,13,2,No,1,HR Executive
47,No,R&D,11702,2,4,0,13,1,Yes,0,Engineer
48,No,R&D,9893,2,2,11,19,4,No,0,Manager
39,Yes,HR,4579,3,2,24,11,1,No,8,HR Executive
51,No,Sales,12200,2,2,22,21,3,Yes,7,HR Executive
48,No,Sales,8827,4,3,18,6,3,Yes,2,Engineer
25,No,R&D,16796,2,2,25,12,1,Yes,7,Manager
52,No,R&D,6560,1,4,17,17,4,Yes,1,Sales Executive
30,Yes,HR,4535,2,4,6,26,2,No,2,Technician
36,No,HR,10159,2,3,22,29,3,No,3,Manager
33,Yes,HR,5129,1,1,34,28,1,Yes,3,Engineer
30,No,HR,19634,2,1,39,4,4,No,3,Engineer
27,No,Sales,8665,2,1,5,23,1,No,2,Manager
26,No,R&D,13805,4,3,27,19,2,No,3,Manager
18,No,HR,8465,1,3,23,11,1,No,4,Engineer
46,No,HR,6097,4,3,34,9,3,No,4,Sales Executive
57,Yes,HR,10374,2,3,14,8,4,No,7,Engineer
21,No,Sales,14191,1,2,6,22,3,No,0,Technician
31,No,R&D,14801,3,3,38,6,4,Yes,2,Technician
18,No,HR,16243,1,2,27,27,4,No,9,Manager
25,No,R&D,19328,3,2,24,13,3,Yes,0,Technician
48,Yes,HR,18457,3,1,4,6,2,Yes,3,Manager
22,No,HR,19456,1,4,19,22,1,Yes,6,Technician
24,No,HR,16718,3,3,15,8,4,Yes,5,Sales Executive
26,No,Sales,16044,1,2,36,24,4,Yes,2,Sales Executive
39,No,Sales,15249,2,1,36,20,2,Yes,9,Sales Executive
20,Yes,Sales,8144,2,4,15,20,2,Yes,0,Sales Executive
54,No,Sales,17367,2,2,38,27,3,No,3,Sales Executive
29,No,R&D,18372,2,1,21,1,1,No,0,Technician
35,No,HR,16673,2,2,32,22,2,No,7,Sales Executive
39,No,HR,4454,3,4,8,13,3,Yes,5,Sales Executive
28,No,HR,2747,4,1,27,20,1,Yes,5,Technician
30,No,Sales,7409,2,1,34,8,3,Yes,6,Technician
32,No,R&D,7407,2,4,8,3,1,Yes,5,Technician
23,No,Sales,9818,4,2,21,11,1,Yes,5,Engineer
55,No,HR,4316,2,1,9,21,3,Yes,1,HR Executive
47,No,HR,13281,4,1,26,22,2,No,4,Manager
55,No,HR,12926,4,2,21,17,4,Yes,8,Sales Executive
42,No,Sales,8730,4,3,28,18,4,Yes,2,Engineer
23,No,HR,11121,3,1,30,28,4,Yes,8,Manager
32,No,R&D,14944,4,1,5,25,2,Yes,7,Manager
47,Yes,Sales,2950,1,3,35,25,2,No,9,Manager
29,No,Sales,5772,3,1,23,21,4,Yes,9,Sales Executive
32,No,R&D,15250,4,1,27,26,1,Yes,2,HR Executive
53,No,Sales,5820,3,4,29,8,3,Yes,5,HR Executive
49,Yes,Sales,17425,2,1,0,29,3,No,1,HR Executive
40,Yes,HR,7047,1,2,3,3,2,Yes,6,HR Executive
42,No,R&D,16205,3,4,9,19,1,No,8,Technician
35,No,HR,4032,1,4,31,7,3,Yes,1,Sales Executive
21,No,R&D,6437,4,1,34,18,3,Yes,5,Engineer
47,No,R&D,4004,2,3,34,20,3,Yes,5,HR Executive
59,No,HR,14742,3,4,19,27,1,Yes,9,HR Executive
19,No,Sales,18516,4,3,16,14,1,Yes,8,Sales Executive
23,No,Sales,11716,1,2,11,16,2,Yes,4,HR Executive
42,No,R&D,17372,1,4,4,13,4,Yes,8,HR Executive
52,No,R&D,4145,1,1,28,9,4,No,8,Engineer
26,No,HR,2149,4,2,32,9,4,No,7,Technician
47,No,HR,18960,2,4,15,3,1,No,6,HR Executive
36,No,HR,4869,4,1,15,12,2,Yes,4,Engineer
29,No,R&D,3776,1,1,33,2,1,No,6,Sales Executive
51,No,Sales,14602,4,3,37,27,2,Yes,3,Sales Executive
57,No,Sales,10232,1,3,33,27,2,Yes,4,Engineer
53,No,R&D,13467,1,2,30,11,1,No,3,Technician
32,No,R&D,16331,4,4,2,20,3,No,7,HR Executive
22,No,R&D,17845,4,3,8,11,2,No,8,Manager
39,No,HR,8343,3,4,7,25,4,Yes,5,HR Executive
19,Yes,HR,17628,3,2,31,19,3,Yes,5,Manager
19,No,HR,11461,3,3,5,7,3,Yes,6,Engineer
41,Yes,HR,19113,2,2,6,21,1,No,2,Engineer
44,No,Sales,6391,3,3,15,12,4,Yes,6,Manager
32,No,R&D,5533,4,3,14,29,4,Yes,5,Engineer
51,No,R&D,7615,3,2,37,16,2,No,2,HR Executive
49,No,R&D,19184,4,1,1,1,4,Yes,4,Sales Executive
40,No,Sales,2471,2,1,5,7,4,No,0,Manager
46,No,R&D,15959,3,3,37,20,2,No,8,Engineer
40,No,R&D,10737,1,1,29,15,2,No,3,Technician
19,No,HR,7297,3,4,36,22,3,No,6,Technician
25,No,Sales,13009,1,1,13,29,4,Yes,5,Manager
25,No,HR,9916,4,1,2,19,4,No,9,Engineer
51,No,Sales,18154,1,3,20,6,1,Yes,9,HR Executive
37,No,Sales,6329,3,1,4,17,3,No,7,Technician
30,Yes,R&D,16167,3,4,23,24,4,No,5,HR Executive
52,Yes,Sales,6026,1,3,39,4,4,No,1,Sales Executive
40,Yes,Sales,8917,4,3,1,10,2,No,2,Sales Executive
31,No,Sales,12902,2,3,34,14,4,Yes,1,Technician
39,No,R&D,13580,4,3,33,11,3,No,3,HR Executive
20,No,R&D,10233,1,4,34,21,3,No,5,Manager
40,No,HR,13330,3,3,11,25,3,No,2,HR Executive
56,Yes,R&D,11863,4,3,7,1,3,Yes,5,Engineer
48,Yes,HR,5953,1,4,19,24,2,No,4,Technician
31,Yes,Sales,13291,3,3,12,28,1,No,3,HR Executive
41,Yes,R&D,16019,4,2,33,10,3,Yes,1,Technician
36,No,R&D,16383,4,2,29,19,4,Yes,9,HR Executive
52,No,HR,2498,3,4,25,25,1,Yes,6,Manager
25,No,Sales,7606,4,3,8,29,2,No,8,HR Executive
19,No,R&D,18363,2,3,18,25,1,Yes,6,HR Executive
45,No,R&D,5549,1,3,16,18,3,Yes,3,Technician
25,No,R&D,9089,1,4,1,29,3,Yes,7,Engineer
26,No,Sales,5946,3,1,4,11,1,No,7,HR Executive
33,No,R&D,6698,3,4,13,17,1,No,1,Sales Executive
56,No,R&D,14945,1,2,5,9,3,Yes,3,Technician
47,No,Sales,16692,4,4,30,6,1,No,6,Technician
55,No,R&D,19207,4,1,30,20,4,No,1,HR Executive
57,Yes,R&D,3295,1,4,31,3,4,Yes,2,Manager
58,No,R&D,14968,3,3,19,4,3,No,3,Sales Executive
58,Yes,R&D,8356,4,4,21,4,3,No,3,HR Executive
28,No,HR,12663,1,1,8,13,4,No,7,Technician
44,Yes,HR,16352,3,1,8,22,4,Yes,1,HR Executive
53,No,Sales,18269,3,3,33,21,3,No,4,Engineer
38,Yes,HR,18159,1,4,27,20,2,No,9,Manager
53,No,R&D,16066,1,2,36,20,2,No,3,Engineer
48,No,R&D,10314,3,4,35,25,4,No,0,Engineer
50,No,Sales,6098,3,1,27,23,3,No,9,Technician
45,Yes,Sales,2210,4,2,8,27,1,No,3,Manager
30,No,R&D,3071,4,4,9,14,2,Yes,4,Technician
31,Yes,HR,10501,3,2,17,25,4,No,9,Manager
47,No,HR,11013,4,2,38,2,3,No,3,HR Executive
27,Yes,R&D,4410,1,2,26,8,2,Yes,0,Engineer
21,Yes,HR,3746,2,1,2,21,3,No,7,Engineer
25,No,Sales,9433,4,1,13,27,1,Yes,8,Sales Executive
31,Yes,Sales,10699,3,3,31,11,3,No,8,Engineer
34,No,HR,18884,1,3,3,1,3,Yes,3,Manager
43,No,HR,11540,1,4,5,11,3,Yes,5,HR Executive
40,No,HR,3208,1,4,5,28,4,Yes,5,Technician
32,Yes,R&D,2343,1,3,26,4,3,No,0,Sales Executive
23,No,HR,3142,3,1,38,29,2,Yes,8,Sales Executive
35,Yes,Sales,9711,3,1,36,12,4,Yes,3,Manager
25,No,Sales,16740,2,2,36,11,1,No,0,Technician
47,Yes,R&D,12065,1,1,36,5,2,No,6,Sales Executive
34,No,R&D,12062,2,2,0,18,3,No,1,Manager
53,No,HR,14918,4,2,33,16,1,No,9,HR Executive
18,No,R&D,2668,2,3,33,28,1,Yes,4,Technician
25,No,R&D,11116,4,4,13,17,3,No,7,Engineer
47,No,R&D,14510,1,4,19,23,4,Yes,0,HR Executive
20,No,R&D,17543,1,3,32,2,1,Yes,7,HR Executive
20,Yes,Sales,9045,2,4,17,8,2,Yes,4,Sales Executive
59,Yes,HR,8089,4,2,28,2,3,Yes,1,Engineer
49,Yes,R&D,19885,3,4,23,17,3,No,4,Sales Executive
49,No,R&D,11245,4,2,10,18,4,Yes,6,HR Executive
59,Yes,Sales,15713,1,2,36,8,4,Yes,0,Engineer
36,No,HR,2592,4,1,36,10,1,No,8,Manager
59,No,Sales,7128,3,3,12,2,2,Yes,4,Sales Executive
21,No,HR,16947,4,2,25,6,2,No,0,Technician
38,Yes,HR,5831,4,4,18,11,1,No,1,Technician
35,No,HR,12572,4,1,24,10,3,Yes,3,Technician
44,No,Sales,9583,4,4,27,22,2,No,8,Engineer
23,Yes,HR,8783,1,2,17,26,2,Yes,7,Sales Executive
24,No,Sales,9334,3,4,17,9,4,Yes,3,Sales Executive
44,No,Sales,19738,4,3,16,13,3,Yes,3,Technician
31,Yes,Sales,8758,1,4,9,21,1,No,0,HR Executive
54,No,R&D,13692,1,3,22,21,1,Yes,7,Engineer
20,No,HR,2601,1,4,22,25,2,No,7,Technician
34,No,HR,13221,1,3,32,4,1,Yes,2,Manager
33,No,Sales,13682,3,3,29,9,3,Yes,2,Technician
46,No,HR,5468,2,2,21,3,2,Yes,7,HR Executive
29,No,R&D,4562,4,2,37,19,2,Yes,8,Sales Executive
47,No,R&D,3065,3,2,9,16,1,No,5,Sales Executive
50,No,Sales,18987,3,4,39,28,4,Yes,6,Manager
50,Yes,R&D,4404,4,4,31,8,4,Yes,0,Manager
54,No,R&D,17153,3,3,26,21,1,Yes,6,Technician
27,No,R&D,10125,3,4,1,24,2,Yes,5,Sales Executive
57,No,Sales,7324,1,2,5,15,2,No,1,HR Executive
19,No,R&D,5195,2,1,37,23,4,No,1,HR Executive
50,No,HR,6769,1,2,25,20,1,No,1,Engineer
35,No,R&D,12381,3,4,8,9,4,Yes,3,Sales Executive
23,No,R&D,15809,3,3,24,11,2,No,0,Engineer
28,No,HR,12316,2,1,24,4,3,Yes,6,HR Executive
21,No,Sales,5632,2,4,5,1,2,No,3,Sales Executive
52,Yes,Sales,2463,4,3,20,16,4,No,9,Technician
59,Yes,R&D,6573,3,1,17,5,3,No,5,Engineer
44,No,R&D,18960,3,2,33,3,3,Yes,8,Manager
27,No,HR,8223,2,1,6,16,4,Yes,4,Manager
36,No,Sales,9392,2,3,1,28,1,Yes,9,Engineer
27,No,Sales,4541,4,2,15,8,3,No,9,Engineer
29,No,HR,6298,4,1,2,13,3,Yes,9,Sales Executive
54,No,Sales,6090,4,4,26,29,2,No,9,Technician
47,No,HR,9636,2,4,39,25,4,Yes,2,Technician
25,No,HR,2269,3,4,5,23,4,Yes,4,Sales Executive
58,No,R&D,5208,1,3,22,28,4,Yes,2,Technician
37,Yes,Sales,7933,1,1,19,20,3,No,8,Technician
21,No,R&D,5708,3,1,19,3,2,No,1,Sales Executive
57,Yes,Sales,5263,1,3,21,28,2,Yes,2,Technician
28,No,R&D,15995,3,2,7,5,3,No,0,HR Executive
40,Yes,R&D,14219,3,1,28,11,1,No,8,HR Executive
34,No,HR,6487,2,1,39,1,2,No,0,Sales Executive
20,No,HR,9536,4,4,17,25,3,Yes,2,Engineer
32,No,HR,14269,1,4,28,19,1,Yes,0,Manager
38,No,HR,8498,3,3,23,27,2,Yes,8,Sales Executive
37,Yes,HR,16183,2,4,14,16,4,Yes,4,Engineer
24,No,R&D,8055,1,2,11,18,3,Yes,8,Sales Executive
55,Yes,Sales,13735,1,1,23,17,1,No,8,Technician
51,No,HR,2574,2,4,16,7,4,No,6,Technician
48,No,R&D,3324,2,4,21,26,1,No,2,HR Executive
36,No,HR,6866,1,1,13,20,3,Yes,5,HR Executive
23,No,R&D,5966,1,2,38,27,1,Yes,5,Sales Executive
49,No,R&D,9780,2,2,23,28,3,Yes,8,Technician
22,No,Sales,12414,4,4,17,21,2,Yes,3,Manager
27,No,HR,16318,2,1,18,25,2,Yes,9,Technician
51,Yes,HR,2241,3,4,38,23,3,Yes,9,Manager
43,No,HR,9465,1,4,2,7,3,Yes,0,Sales Executive
38,No,R&D,6560,2,3,37,27,2,Yes,1,Engineer
50,No,R&D,3353,1,1,22,2,3,No,3,Technician
37,No,Sales,19419,1,2,38,22,4,No,6,Engineer
36,No,HR,17573,3,3,32,16,2,No,6,Technician
22,Yes,HR,19330,4,2,7,8,4,Yes,3,Engineer
24,Yes,R&D,9467,2,1,18,7,2,Yes,1,Engineer
57,No,HR,2936,1,1,26,18,1,No,3,HR Executive
53,Yes,HR,12449,2,2,27,14,2,No,1,HR Executive
28,No,R&D,9680,4,2,9,26,3,Yes,9,Manager
57,No,HR,13966,1,2,20,12,1,No,4,Manager
25,No,HR,19600,4,3,7,3,1,Yes,2,Technician
30,No,HR,14146,3,1,4,14,2,Yes,2,Technician
32,No,Sales,11795,4,1,34,18,1,No,3,Manager
31,Yes,HR,17094,3,2,2,22,1,No,2,HR Executive
35,Yes,HR,4595,3,2,21,18,4,Yes,1,Engineer
36,No,Sales,13153,3,4,31,20,2,Yes,1,Manager
37,No,Sales,6362,4,3,22,1,3,Yes,7,Technician
42,No,R&D,2284,4,4,17,10,1,No,4,Manager
53,No,R&D,13455,1,1,24,23,2,No,6,Technician
32,No,R&D,3958,4,2,30,16,3,No,6,Manager
22,No,Sales,10494,2,2,2,15,2,No,7,Sales Executive
20,No,R&D,2851,3,3,34,22,2,No,9,HR Executive
22,No,Sales,6327,2,1,37,17,2,Yes,4,Manager
50,No,Sales,10056,3,1,3,22,2,Yes,4,Engineer
34,No,Sales,7316,4,3,37,11,1,Yes,9,HR Executive
29,No,Sales,6354,1,4,28,19,4,Yes,3,HR Executive
29,No,Sales,18152,3,3,5,8,3,No,2,Manager
58,No,HR,18090,2,2,15,13,2,No,9,Manager
21,No,R&D,10427,2,2,12,1,2,No,2,Sales Executive
23,No,HR,19162,4,2,29,17,4,Yes,7,Technician
31,No,HR,18297,2,3,26,27,4,No,7,Sales Executive
52,No,HR,14501,3,4,26,14,1,No,1,Engineer
33,No,R&D,2098,3,3,27,6,2,No,4,Sales Executive
51,No,R&D,4735,2,1,35,17,2,No,6,HR Executive
43,No,Sales,17093,2,4,28,19,3,Yes,1,Engineer
39,No,Sales,12356,1,4,27,1,1,Yes,6,Sales Executive
47,No,R&D,6038,3,4,10,2,1,Yes,2,Sales Executive
27,No,Sales,18766,4,3,37,7,2,Yes,6,Technician
30,Yes,Sales,10526,2,4,22,8,4,No,5,Manager
48,No,HR,17809,4,2,36,21,2,No,0,HR Executive
23,No,HR,3972,2,1,14,29,4,No,3,Manager
19,Yes,R&D,5289,4,1,18,18,1,No,4,HR Executive
27,No,HR,16450,2,1,21,18,4,No,0,Sales Executive
48,No,Sales,18538,1,3,33,23,1,No,1,Engineer
18,No,R&D,10176,2,2,35,12,1,Yes,5,Manager
31,No,R&D,10647,2,2,26,23,2,No,9,Sales Executive
26,No,HR,18136,2,1,32,21,4,No,3,Engineer
37,No,HR,14224,1,3,29,7,4,Yes,8,Technician
20,Yes,Sales,13209,4,2,24,1,3,Yes,6,HR Executive
27,No,Sales,9654,1,4,11,19,3,Yes,5,Sales Executive
18,No,Sales,6705,1,3,6,21,2,Yes,4,HR Executive
29,No,R&D,7748,2,2,19,13,1,Yes,0,Engineer
29,No,Sales,14063,3,3,7,19,3,No,2,Sales Executive
46,No,HR,15527,1,1,38,19,4,Yes,6,Manager
48,No,Sales,18965,3,3,22,17,1,Yes,0,HR Executive
32,No,R&D,2833,2,1,4,12,3,Yes,3,HR Executive
43,No,HR,9042,2,1,38,17,2,Yes,3,Sales Executive
32,Yes,R&D,11361,3,2,37,23,1,Yes,6,Manager
38,No,HR,11540,1,2,35,10,1,No,4,HR Executive
19,No,R&D,10884,2,4,25,6,4,Yes,8,Sales Executive
19,No,Sales,3583,2,2,1,22,2,No,3,Technician
37,No,R&D,4099,1,2,14,5,4,Yes,8,HR Executive
22,No,Sales,2261,4,3,2,3,1,Yes,6,Manager
48,No,HR,18523,2,4,30,3,2,No,3,Manager
52,No,Sales,19929,2,4,16,28,3,Yes,3,Sales Executive
46,No,R&D,16267,2,1,16,5,2,Yes,0,Sales Executive
49,Yes,HR,13040,4,2,12,6,4,Yes,6,Manager
52,No,HR,15060,1,3,24,19,3,No,1,Sales Executive
40,No,HR,18065,2,1,19,26,4,Yes,8,Sales Executive
40,Yes,Sales,9459,3,2,13,8,1,No,7,Manager
49,No,R&D,18797,4,3,12,27,1,No,2,Manager
39,Yes,R&D,5253,3,2,15,10,2,No,1,Engineer
59,No,R&D,17728,3,4,15,1,1,Yes,4,Technician
27,No,Sales,14888,3,1,20,1,1,No,4,Engineer
48,No,HR,14397,2,2,27,2,3,No,8,Manager
18,No,R&D,8183,3,3,24,26,4,Yes,9,Engineer
59,No,Sales,18484,1,2,19,19,2,Yes,8,Manager
41,Yes,R&D,16363,3,3,3,24,3,No,7,HR Executive
54,Yes,R&D,18205,1,4,3,9,1,No,1,Engineer
42,No,Sales,13332,4,1,37,19,2,No,2,Engineer
39,No,HR,10848,4,3,31,1,1,Yes,9,HR Executive
31,No,Sales,13279,1,3,21,20,3,No,0,Engineer
37,No,HR,12507,4,4,30,12,3,No,2,Engineer
46,Yes,R&D,16786,2,3,35,10,2,Yes,0,HR Executive
47,Yes,HR,14635,4,4,32,22,1,No,4,Manager
54,No,Sales,6269,2,3,9,28,2,Yes,2,Engineer
